feature_name,page_rank,Probe,Gene_x,QTL reference,"SMR, P",gene_symbol,BETA_diff_exp,SE_diff_exp,P_diff_exp,Gene_y,"N variants, MAF < 5%","Q, MAF < 5%","Rho, MAF < 5%","P, MAF < 5%","N variants, MAF < 1%","Q, MAF < 1%","Rho, MAF < 1%","P, MAF < 1%","Bonferroni corrected P, MAF < 5%","Bonferroni corrected P, MAF < 1%",Passing Bonferroni correction
ENSG00000072609,0.004768751388720397,,,,,CHFR,-1.558551161173129,0.5952593128671425,0.008837616792696634,,,,,,,,,,,,
ENSG00000174606,0.004759833594554263,,,,,ANGEL2,-1.820270914808664,0.556217432453783,0.0010656740804032424,,,,,,,,,,,,
ENSG00000099804,0.004732775929275098,,,,,CDC34,-0.6790072087080574,0.18499061094983635,0.0002420807131472597,,,,,,,,,,,,
ENSG00000136937,0.004669118940244528,,,,,NCBP1,-2.7305431513285545,0.7782021534564293,0.0004501605838193431,,,,,,,,,,,,
ENSG00000089048,0.004608502741913903,,,,,ESF1,0.9431114332949408,0.280869021164528,0.0007855589083885973,,,,,,,,,,,,
ENSG00000001629,0.004581049503163195,,,,,ANKIB1,-1.8735199226554693,0.7025949280524941,0.007662920340004555,,,,,,,,,,,,
ENSG00000108055,0.004354316700263987,,,,,SMC3,1.0399783891720502,0.32076360960934097,0.0011861255060884078,,,,,,,,,,,,
ENSG00000101336,0.004326986766666674,,,,,HCK,-1.4521690470157904,0.3757884714348853,0.00011139650239193415,,,,,,,,,,,,
ENSG00000087274,0.004317565427849393,,,,,ADD1,1.4235513794924572,0.5036523349640706,0.0047066146792145705,,,,,,,,,,,,
ENSG00000136560,0.004233193084434754,,,,,TANK,-1.5673572070710569,0.5333134792386132,0.003293748989249486,,,,,,,,,,,,
ENSG00000120265,0.004220840907542429,,,,,PCMT1,1.3003178070423196,0.4929486340929202,0.008343684551238358,,,,,,,,,,,,
ENSG00000174165,0.004215448105758929,,,,,ZDHHC24,1.7860582216544665,0.5158383816329862,0.0005353059741988077,,,,,,,,,,,,
ENSG00000185716,0.004104809353794352,,,,,MOSMO,-1.5227093864313586,0.4969970278050894,0.0021853042131636407,,,,,,,,,,,,
ENSG00000204248,0.004022380418846106,,,,,COL11A2,-0.9802883491751848,0.3427815713726605,0.0042390197420857645,,,,,,,,,,,,
ENSG00000173281,0.004012512419167664,,,,,PPP1R3B,0.8492746740111039,0.28180493519674704,0.0025808546357558647,,,,,,,,,,,,
ENSG00000087470,0.003996323257036605,,,,,DNM1L,-2.0385634186316586,0.6209722706226809,0.0010276063000453255,,,,,,,,,,,,
ENSG00000116209,0.003983854215929271,,,,,TMEM59,2.026541187626324,0.5795236138021239,0.0004706828282331745,,,,,,,,,,,,
ENSG00000162889,0.003958663416083746,,,,,MAPKAPK2,1.0729995591735677,0.3813101120740025,0.0048932061051498894,,,,,,,,,,,,
ENSG00000112335,0.00394645957631274,,,,,SNX3,-0.8575109510381701,0.2569050783380376,0.0008442891793170089,,,,,,,,,,,,
ENSG00000137809,0.003914274864575389,,,,,ITGA11,1.2342996815249851,0.4564601642530166,0.006849610861332713,,,,,,,,,,,,
ENSG00000260230,0.003914274864575389,,,,,FRRS1L,1.3115858346855909,0.4785131024792412,0.006125974605410458,,,,,,,,,,,,
ENSG00000138386,0.0039101198992923,,,,,NAB1,-1.324387430841692,0.4626684758597127,0.0042031636037749625,,,,,,,,,,,,
ENSG00000152133,0.00390870305312427,,,,,GPATCH11,1.2142690155574,0.3872675735602383,0.001715742083509737,,,,,,,,,,,,
ENSG00000143622,0.003897945284645287,,,,,RIT1,1.3084003733067038,0.4478287522587572,0.0034817882715025513,,,,,,,,,,,,
ENSG00000134900,0.0038936903818096594,,,,,TPP2,-1.758491884560386,0.5605707012757536,0.0017070524245681865,,,,,,,,,,,,
ENSG00000086061,0.003877788021643346,,,,,DNAJA1,1.037712638811511,0.28150691536002004,0.00022755811700814692,,,,,,,,,,,,
ENSG00000144406,0.0038721451641946774,,,,,UNC80,-1.1212552790098216,0.4113901295540392,0.006419874894334655,,,,,,,,,,,,
ENSG00000106852,0.0038667343319762734,,,,,LHX6,1.562931529703103,0.465975221472633,0.0007962108709280812,,,,,,,,,,,,
ENSG00000118046,0.003862639472601981,,,,,STK11,-0.8877362114558781,0.22226686764727424,6.496497442911824e-05,,,,,,,,,,,,
ENSG00000137441,0.0038578873451801656,,,,,FGFBP2,0.4679435470770467,0.12146059600944745,0.00011685271224538371,,,,,,,,,,,,
ENSG00000259417,0.003854122495790317,,,,,CTXND1,1.9206346731497508,0.5657246314030234,0.0006862880016709787,,,,,,,,,,,,
ENSG00000120457,0.003854122495790317,,,,,KCNJ5,1.379388945270258,0.5104796305472508,0.006889413091340265,,,,,,,,,,,,
ENSG00000185238,0.003850674874729062,,,,,PRMT3,-1.8725964758365712,0.5386045182555836,0.0005075195120917043,,,,,,,,,,,,
ENSG00000171928,0.003850523301434622,,,,,TVP23B,1.4122728564024996,0.4122020164067858,0.0006121643659143793,,,,,,,,,,,,
ENSG00000118596,0.0038412143786253506,,,,,SLC16A7,-0.9053355923776903,0.349664773536907,0.009621233975869514,,,,,,,,,,,,
ENSG00000196277,0.0038278425873361135,,,,,GRM7,-1.752573000347989,0.5150486646465113,0.0006671548404948562,,,,,,,,,,,,
ENSG00000113578,0.0038278425873361135,,,,,FGF1,-1.8021741028517,0.5385581040687815,0.0008189931640946983,,,,,,,,,,,,
ENSG00000056487,0.003819608608092639,,,,,PHF21B,1.5973054749701154,0.4489698347933396,0.0003740988123349491,,,,,,,,,,,,
ENSG00000112379,0.003809999755946432,,,,,ARFGEF3,-1.0697939097517108,0.3877445260507354,0.005797544082262537,,,,,,,,,,,,
ENSG00000157060,0.003809999755946432,,,,,SHCBP1L,1.6800850843907662,0.6148548121619707,0.006285743723103458,,,,,,,,,,,,
ENSG00000053900,0.0037938055909706547,,,,,ANAPC4,-1.7479911532562944,0.5231347964197148,0.0008336361307341463,,,,,,,,,,,,
ENSG00000135164,0.003793085924253845,,,,,DMTF1,-1.96763731300338,0.6768389519028466,0.003647986339250007,,,,,,,,,,,,
ENSG00000196576,0.003771695317097204,,,,,PLXNB2,-0.6971982328076315,0.20451366840872048,0.0006518846529548142,,,,,,,,,,,,
ENSG00000169696,0.0037716073965486843,,,,,ASPSCR1,-1.1476995117024158,0.3995983037618653,0.004077112179590139,,,,,,,,,,,,
ENSG00000204544,0.0037676968375975283,,,,,MUC21,-2.086393149600301,0.712461387285894,0.0034067876603396372,,,,,,,,,,,,
ENSG00000188655,0.0037676968375975283,,,,,RNASE9,-2.3281248058865924,0.7938259908811895,0.0033593119434721158,,,,,,,,,,,,
ENSG00000134042,0.0037656988436125033,,,,,MRO,-1.3882547961239968,0.4684314835891082,0.0030403951844148363,,,,,,,,,,,,
ENSG00000137948,0.003762881217185736,,,,,BRDT,1.6764457777121038,0.4958629026364899,0.0007225790453215691,,,,,,,,,,,,
ENSG00000145506,0.003762466504870661,,,,,NKD2,1.4325417694334743,0.4916856312351394,0.0035736532754539452,,,,,,,,,,,,
ENSG00000197177,0.003762466504870661,,,,,ADGRA1,1.2231287277913172,0.4664198505152609,0.008731875869443784,,,,,,,,,,,,
ENSG00000167749,0.0037498562659045963,,,,,KLK4,1.721003049468595,0.6205357895022996,0.005547138936186157,,,,,,,,,,,,
ENSG00000048028,0.003740735355518452,,,,,USP28,0.896716446202721,0.2698950479349191,0.000892263432831149,,,,,,,,,,,,
ENSG00000121851,0.0037268239607173405,,,,,POLR3GL,1.4985546922315218,0.3972188060569263,0.0001615437278155636,,,,,,,,,,,,
ENSG00000125037,0.0037248313511140003,,,,,EMC3,1.0956239413338424,0.29990593695337786,0.0002589668663405239,,,,,,,,,,,,
ENSG00000048540,0.003724081049664522,,,,,LMO3,-1.4070639443485171,0.43677192388603225,0.001275182106832009,,,,,,,,,,,,
ENSG00000182447,0.003724081049664522,,,,,OTOL1,-2.016939027444117,0.6555563559875847,0.002093178469032112,,,,,,,,,,,,
ENSG00000248329,0.003705556848480797,,,,,APELA,-1.9547996070222813,0.7483189499588963,0.00899472456990334,,,,,,,,,,,,
ENSG00000183864,0.003694941987045824,,,,,TOB2,1.3661230358584306,0.4013260612000104,0.0006640122680312822,,,,,,,,,,,,
ENSG00000105792,0.003674964281747165,,,,,CFAP69,-1.1867879821539966,0.4500227717363791,0.00836001405732029,,,,,,,,,,,,
ENSG00000166819,0.003671735764254817,,,,,PLIN1,1.3550953920198567,0.4659563849433543,0.0036351319376808936,,,,,,,,,,,,
ENSG00000106689,0.0036697382954195374,,,,,LHX2,2.0984679020875725,0.5363285849790176,9.128748399785584e-05,,,,,,,,,,,,
ENSG00000142910,0.0036697382954195374,,,,,TINAGL1,1.2439875896145964,0.46571188291523,0.007559123318735548,,,,,,,,,,,,
ENSG00000143409,0.003669353144077745,,,,,MINDY1,1.4029565422404369,0.3532722768138177,7.147610297148383e-05,,,,,,,,,,,,
ENSG00000149968,0.003658440014265815,,,,,MMP3,-1.9369541961781327,0.6648372703665245,0.0035748654167531016,,,,,,,,,,,,
ENSG00000187642,0.003656716767597072,,,,,PERM1,1.274084161750067,0.4873355646189364,0.008938751039377683,,,,,,,,,,,,
ENSG00000043355,0.003656716767597072,,,,,ZIC2,1.486324203325632,0.5683938094447492,0.008923922603127233,,,,,,,,,,,,
ENSG00000182704,0.003655208525107042,,,,,TSKU,1.6685295299460126,0.5316414231689292,0.0016984444795037708,,,,,,,,,,,,
ENSG00000138767,0.0036530471844955655,,,,,CNOT6L,0.9797135928085551,0.37782516655946935,0.009513329937960195,,,,,,,,,,,,
ENSG00000181788,0.0036420394998333493,,,,,SIAH2,-0.4702480334184391,0.16772069628445074,0.005051099838653339,,,,,,,,,,,,
ENSG00000072041,0.003641110388088321,,,,,SLC6A15,-1.5537082775067332,0.4546311014912244,0.0006319578077334714,,,,,,,,,,,,
ENSG00000105550,0.003641110388088321,,,,,FGF21,-2.145238556046165,0.6701082995624438,0.001367942340922716,,,,,,,,,,,,
ENSG00000204740,0.003641110388088321,,,,,MALRD1,-1.4256977213373545,0.37732629936165496,0.00015782572150221808,,,,,,,,,,,,
ENSG00000109686,0.003610908850924479,,,,,SH3D19,-0.9991033347815108,0.375435164046776,0.007786560201560306,,,,,,,,,,,,
ENSG00000178597,0.0036096003861396577,,,,,PSAPL1,1.6386979713962606,0.577520368578884,0.004547231127301714,,,,,,,,,,,,
ENSG00000204481,0.0036096003861396577,,,,,PRAMEF14,1.4928400850759032,0.5541212896359861,0.007058589591244555,,,,,,,,,,,,
ENSG00000187094,0.0036096003861396577,,,,,CCK,2.122828525704026,0.6605113055775661,0.0013093750833505975,,,,,,,,,,,,
ENSG00000204583,0.0036096003861396577,,,,,LRCOL1,1.7820209247113876,0.6416820837345316,0.005484482654676763,,,,,,,,,,,,
ENSG00000175785,0.003609600386139657,,,,,PRIMA1,1.7698820626314686,0.5688418486985853,0.0018621634783630922,,,,,,,,,,,,
ENSG00000138131,0.003609600386139657,,,,,LOXL4,1.1805411494943856,0.4211801854694318,0.0050639700391865656,,,,,,,,,,,,
ENSG00000052850,0.003609600386139657,,,,,ALX4,1.5131901447577043,0.5097671905111095,0.002993598086949973,,,,,,,,,,,,
ENSG00000156076,0.003609600386139657,,,,,WIF1,1.7511149135375224,0.6055046528182408,0.003828070873712235,,,,,,,,,,,,
ENSG00000174748,0.003604685093679178,,,,,RPL15,-1.1887562275975632,0.39104535085433867,0.0023662161952784783,,,,,,,,,,,,
ENSG00000189001,0.003600453507223589,,,,,SBSN,-1.1964780270034103,0.4510390782381309,0.00798473113444342,,,,,,,,,,,,
ENSG00000180739,0.0035958858956795406,,,,,S1PR5,0.4615054524741063,0.14757275796631086,0.0017641506297923122,,,,,,,,,,,,
ENSG00000204323,0.00359277753160316,,,,,SMIM5,-0.9203408606851456,0.21505598032830847,1.87279233085226e-05,,,,,,,,,,,,
ENSG00000126945,0.0035731774369675844,,,,,HNRNPH2,0.9972010798660472,0.2641968956459922,0.00016035350170828965,,,,,,,,,,,,
ENSG00000160349,0.003568371286896447,,,,,LCN1,2.480773425302017,0.5872481111085239,2.395736643326089e-05,,,,,,,,,,,,
ENSG00000131668,0.003568371286896447,,,,,BARX1,1.5666171228184078,0.537813145330722,0.003580440302882465,,,,,,,,,,,,
ENSG00000155249,0.003567294289792181,,,,,OR4K1,-1.92370191338766,0.6238476736449974,0.0020450660598250745,,,,,,,,,,,,
ENSG00000232040,0.003567294289792181,,,,,ZBED9,-1.0644948926920774,0.3992657740239948,0.007672976738754944,,,,,,,,,,,,
ENSG00000135424,0.003550924056269907,,,,,ITGA7,-1.0646710780860298,0.3844303284826939,0.005614631212658741,,,,,,,,,,,,
ENSG00000106853,0.0035333643146327398,,,,,PTGR1,-1.4484766208053033,0.4430277313821885,0.0010773992663815231,,,,,,,,,,,,
ENSG00000163132,0.0035276373728059577,,,,,MSX1,1.4851992516442252,0.5048981780708958,0.0032654066937782065,,,,,,,,,,,,
ENSG00000143376,0.0035267400807024976,,,,,SNX27,1.261689337905517,0.4363766324204492,0.0038366965820156944,,,,,,,,,,,,
ENSG00000154380,0.003525880276474832,,,,,ENAH,-0.9398923766614102,0.3133547939911573,0.0027046654920913392,,,,,,,,,,,,
ENSG00000150779,0.0035254305081098775,,,,,TIMM8B,-1.1930949257162764,0.4040020593622763,0.003145081078070979,,,,,,,,,,,,
ENSG00000187545,0.003524755801381334,,,,,PRAMEF10,1.961542784552581,0.6582105433334257,0.002881406578748176,,,,,,,,,,,,
ENSG00000232237,0.003524755801381334,,,,,ASCL5,1.31062035406178,0.485577369041896,0.006952793612425743,,,,,,,,,,,,
ENSG00000159387,0.003487305051817058,,,,,IRX6,1.374021613188085,0.4703927621683521,0.003488994593891278,,,,,,,,,,,,
ENSG00000070886,0.003487305051817058,,,,,EPHA8,1.1813525799049822,0.368899767112253,0.001363030460265753,,,,,,,,,,,,
ENSG00000140478,0.003480129890261337,,,,,GOLGA6D,-1.5932103531972748,0.5441113155160032,0.0034104434978109387,,,,,,,,,,,,
ENSG00000040731,0.003458022143634161,,,,,CDH10,-1.959131405635247,0.5411470448458008,0.00029422641271575363,,,,,,,,,,,,
ENSG00000168928,0.003447194863039944,,,,,CTRB2,1.7536693245120718,0.6801048813526357,0.009922232357313474,,,,,,,,,,,,
ENSG00000169900,0.0034128107107181684,,,,,PYDC1,-1.9894174540638987,0.737072845104624,0.006953177726330105,,,,,,,,,,,,
ENSG00000213218,0.003412408204926905,,,,,CSH2,-2.3839186859214494,0.7943912037716543,0.002691494319804644,,,,,,,,,,,,
ENSG00000124900,0.003410901280887156,,,,,TRIM51,-1.5341929204400913,0.5908703294049099,0.009417978252037022,,,,,,,,,,,,
ENSG00000223614,0.003405366442216923,,,,,ZNF735,-2.185370318016828,0.7695479403213368,0.004514034111220535,,,,,,,,,,,,
ENSG00000188760,0.003402588998252109,,,,,TMEM198,1.3790709050681131,0.4590651212124416,0.002663803956960472,,,,,,,,,,,,
ENSG00000163206,0.003399382782460996,,,,,SMCP,1.8922737304704484,0.6780981505935829,0.005261690964316403,,,,,,,,,,,,
ENSG00000047188,0.003392854819701186,,,,,YTHDC2,-1.5261202900889177,0.4160500079473517,0.00024434295252471697,,,,,,,,,,,,
ENSG00000137843,0.003378828789145028,,,,,PAK6,1.27629864135312,0.4227988580008683,0.0025387024238763545,,,,,,,,,,,,
ENSG00000172000,0.003371078551849168,,,,,ZNF556,-1.0849543185519457,0.3620774472561872,0.0027312483826682377,,,,,,,,,,,,
ENSG00000073861,0.0033333333333333327,,,,,TBX21,0.7260955069680183,0.1785950658263523,4.790972761360285e-05,,,,,,,,,,,,
ENSG00000094916,0.0033333333333333327,,,,,CBX5,1.0639235444297075,0.3737475543052074,0.004418373974245446,,,,,,,,,,,,
ENSG00000204149,0.0033333333333333327,,,,,AGAP6,-1.2361171316285309,0.44903482195971584,0.005908232515716932,,,,,,,,,,,,
ENSG00000180644,0.0033333333333333327,,,,,PRF1,0.6081733990126662,0.14235239808434444,1.9345943903039147e-05,,,,,,,,,,,,
ENSG00000163960,0.0033333333333333327,,,,,UBXN7,1.459948380045314,0.5101418100654629,0.00421178684379486,,,,,,,,,,,,
ENSG00000047648,0.0033333333333333327,,,,,ARHGAP6,0.6166822702124426,0.2193061583307728,0.004923914287678729,,,,,,,,,,,,
ENSG00000065534,0.0033333333333333327,,,,,MYLK,0.4087222430801824,0.15152909454945107,0.006990036005462189,,,,,,,,,,,,
ENSG00000139697,0.0033333333333333327,,,,,SBNO1,1.614864097022271,0.5345940604249733,0.0025216645124763763,,,,,,,,,,,,
ENSG00000254004,0.0033312390960041076,,,,,ZNF260,1.2608969702630068,0.4111248023834188,0.0021625897333974998,,,,,,,,,,,,
ENSG00000175718,0.0033195630457274303,,,,,RBMXL3,1.6674942055295678,0.5581166507879899,0.002810703421874079,,,,,,,,,,,,
ENSG00000137947,0.0033007497451655017,,,,,GTF2B,1.670422234342174,0.42933102151971214,9.993239664707688e-05,,,,,,,,,,,,
ENSG00000221910,0.0032773862844174065,,,,,OR2F2,-2.337825424714614,0.8216228121258724,0.004435909560128129,,,,,,,,,,,,
ENSG00000128708,0.0032534625337982733,,,,,HAT1,0.8841443350214105,0.32000877845433856,0.005729465935189032,,,,,,,,,,,,
ENSG00000077549,0.0032520025837685386,,,,,CAPZB,1.0125118103422586,0.3237438734159765,0.0017629454720827825,,,,,,,,,,,,
ENSG00000090674,0.003231649356123575,,,,,MCOLN1,0.7084975561139593,0.27256310618653123,0.009338986019990513,,,,,,,,,,,,
ENSG00000113649,0.003208055209197055,,,,,TCERG1,-2.3899714157902308,0.5607835966139492,2.0274823930126995e-05,,,,,,,,,,,,
ENSG00000236543,0.0032001326171083857,,,,,AL354761.1,1.8380606877938612,0.5650263978868569,0.0011417229299372608,,,,,,,,,,,,
ENSG00000152484,0.0031990277812454816,,,,,USP12,-0.7159466750739225,0.2004432443971876,0.00035451251422813487,,,,,,,,,,,,
ENSG00000188895,0.003172868927227428,,,,,MSL1,1.7301893632690146,0.4148817663055219,3.04173397392083e-05,,,,,,,,,,,,
ENSG00000140548,0.0031719763245009946,,,,,ZNF710,-1.65813611281692,0.3515900742551713,2.404010418968832e-06,,,,,,,,,,,,
ENSG00000165215,0.003164641759547984,,,,,CLDN3,1.8997244719701536,0.5851261830781606,0.001167546842644123,,,,,,,,,,,,
ENSG00000171951,0.0031558436285921273,,,,,SCG2,-1.470783245330984,0.47541534133435703,0.001976901522559978,,,,,,,,,,,,
ENSG00000163959,0.0031263322153101845,,,,,SLC51A,-1.0386054690662447,0.3681078804324976,0.004780405678027911,,,,,,,,,,,,
ENSG00000132471,0.003060183051443515,,,,,WBP2,1.1566240445015974,0.33642639716842154,0.0005860914446492716,,,,,,,,,,,,
ENSG00000182831,0.003045199693230069,,,,,C16orf72,1.4583650828341648,0.4852486921195878,0.0026523419628723143,,,,,,,,,,,,
ENSG00000143947,0.003043818444675948,,,,,RPS27A,0.6475872299023269,0.21398253249436264,0.002475210372160681,,,,,,,,,,,,
ENSG00000176623,0.003029713270345125,,,,,RMDN1,-1.5052073425284411,0.5330323419762296,0.004744948540279996,,,,,,,,,,,,
ENSG00000080824,0.002987232294619205,,,,,HSP90AA1,0.840346151488309,0.19908398527107016,2.4315238062850493e-05,,,,,,,,,,,,
ENSG00000163060,0.0029607102110422554,,,,,TEKT4,1.4281434587116175,0.5146999028953889,0.005525078859526421,,,,,,,,,,,,
ENSG00000108424,0.002946969338595348,,,,,KPNB1,2.045946274425221,0.4645146289646291,1.0603699460423475e-05,,,,,,,,,,,,
ENSG00000163660,0.002942566796216029,,,,,CCNL1,-1.4723674500588853,0.4972829239618414,0.003068167465435753,,,,,,,,,,,,
ENSG00000196666,0.0029187557486218987,,,,,FAM180B,-1.2083665582625558,0.4559224120189512,0.00804018493104652,,,,,,,,,,,,
ENSG00000145860,0.0029177835275143844,,,,,RNF145,1.7383741186742818,0.4896883088819589,0.0003852890619248277,,,,,,,,,,,,
ENSG00000266094,0.0029153914211854128,,,,,RASSF5,1.4486627785390347,0.506051686776379,0.004200778919004436,,,,,,,,,,,,
ENSG00000178567,0.002894333855672102,,,,,EPM2AIP1,-1.9879555746521829,0.5178036690396465,0.0001234322326275634,,,,,,,,,,,,
ENSG00000119471,0.0028871053017703696,,,,,HSDL2,1.783627820172078,0.38373815250354415,3.3511436252882463e-06,,,,,,,,,,,,
ENSG00000175137,0.002867285776704085,,,,,SH3BP5L,1.797484546992017,0.4194464963918145,1.8243312290944774e-05,,,,,,,,,,,,
ENSG00000168071,0.002854446664811322,,,,,CCDC88B,-0.6758972276929462,0.22425059608357012,0.0025780533009944558,,,,,,,,,,,,
ENSG00000133275,0.002854446664811322,,,,,CSNK1G2,-1.0396759140710032,0.28656421808005944,0.0002855444868747308,,,,,,,,,,,,
ENSG00000061987,0.0028028680338739783,,,,,MON2,-1.8985383307809796,0.5170328920029447,0.00024067143081309424,,,,,,,,,,,,
ENSG00000102241,0.002785948672680657,,,,,HTATSF1,1.0016992571823078,0.3142185542652277,0.0014330704819431356,,,,,,,,,,,,
