feature_name,page_rank
ENSG00000136213,0.0027809800934551782
ENSG00000101940,0.00277290192692607
ENSG00000116691,0.0027729019269260697
ENSG00000174937,0.002761038186002379
ENSG00000110066,0.002742888867653047
ENSG00000164985,0.002729523057168123
ENSG00000186468,0.0027062493369785596
ENSG00000185966,0.002676173739036095
ENSG00000185666,0.0026365472672831964
ENSG00000065978,0.0025609419551327296
ENSG00000133065,0.0025606930093740633
ENSG00000197816,0.0025606930093740633
ENSG00000177084,0.0025481117696585873
ENSG00000115944,0.002487933987944324
ENSG00000204681,0.0024796278541319534
ENSG00000185728,0.002415271457612866
ENSG00000073150,0.002389490229639795
ENSG00000174227,0.002380274103508954
ENSG00000136783,0.002376677010501124
ENSG00000155313,0.002360086138949464
ENSG00000125637,0.0023569647959106304
ENSG00000184575,0.0023469132623014644
ENSG00000145491,0.0022518686498781562
ENSG00000135899,0.0022518098234031495
ENSG00000185800,0.0022224530743716704
ENSG00000021488,0.002204887536529335
ENSG00000110871,0.002163315183247413
ENSG00000180776,0.002158404628995708
ENSG00000174282,0.0021368144700558314
ENSG00000100453,0.002130060440996115
ENSG00000163564,0.0020993483120549665
ENSG00000153976,0.0020836809148135817
ENSG00000147224,0.002078673234633415
ENSG00000172262,0.002073333568756463
ENSG00000204463,0.002065942459203372
ENSG00000063046,0.0020601715640779237
ENSG00000129219,0.002051305920988806
ENSG00000144589,0.0020513059209888054
ENSG00000112282,0.0020352761109729816
ENSG00000107372,0.0020121062565403363
ENSG00000196968,0.001965825454683426
ENSG00000156475,0.001965825454683426
ENSG00000134539,0.001965825454683426
ENSG00000169855,0.0019313340622190002
ENSG00000188811,0.0019065414891068192
ENSG00000123091,0.0018593697156959795
ENSG00000184924,0.001788627015041603
ENSG00000167680,0.0017741332160482117
ENSG00000092871,0.0017658661946816099
ENSG00000088205,0.0017586926879175117
ENSG00000168016,0.0017522222125680546
ENSG00000116171,0.0017451326782091936
ENSG00000196104,0.0017339750721848078
ENSG00000121644,0.0017295103898514914
ENSG00000189067,0.001725978878423773
ENSG00000105983,0.0016910755279281762
ENSG00000129055,0.001673788121782704
ENSG00000117222,0.0016656852403717812
ENSG00000174151,0.0016628236565409934
ENSG00000085721,0.0016389012515948334
ENSG00000278259,0.0015829153277040157
ENSG00000144381,0.0014985650176035075
ENSG00000152601,0.0014639791783715218
ENSG00000185883,0.0014156465455917092
ENSG00000100603,0.0014011501558388094
ENSG00000105204,0.0013225178054643932
ENSG00000174007,0.001318092445848228
ENSG00000062716,0.0012933310433519128
ENSG00000156052,0.0012933310433519128
ENSG00000130766,0.0012431256423836128
ENSG00000121766,0.0012416720926763905
ENSG00000052841,0.001234009340083785
ENSG00000144445,0.001184354736609371
ENSG00000158987,0.0011839033581831715
ENSG00000061936,0.001174412281876642
ENSG00000129636,0.00116870608284106
ENSG00000010327,0.0011411849071618894
ENSG00000146192,0.0011411849071618894
ENSG00000105974,0.0011348149914341312
ENSG00000102317,0.001134153520567081
ENSG00000159164,0.0010995177707383954
ENSG00000176715,0.0010971876407128225
ENSG00000012174,0.0010914202067423928
ENSG00000122484,0.0010388313468155468
ENSG00000095002,0.001037168873776762
ENSG00000183011,0.0010067683887281997
ENSG00000198561,0.0009742593767519511
ENSG00000114796,0.0009587672437906913
ENSG00000164754,0.0009587672437906913
ENSG00000104957,0.0009465282540383665
ENSG00000180530,0.00093447250167865
ENSG00000116213,0.0009053415811421288
ENSG00000197343,0.0009030326759378556
ENSG00000163138,0.0008636894872421309
ENSG00000136643,0.0008088148749939388
ENSG00000120656,0.0008037194271798743
ENSG00000182504,0.0007617544568346325
ENSG00000145416,0.00074300604519264
ENSG00000184716,0.0007402387491392407
ENSG00000075239,0.0006825525938724633
ENSG00000144712,0.0005444029007275221
